player_id,player_name,conf,pos,salary,contract_years,baselineEYS,current_season,current_week
15880,"Evans, Akayleb",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
15888,"Durant, Decobie",AFC,CB,0.9900000000000001,1.0,1.7,2024,0
15904,"Bland, DaRon",AFC,CB,0.9900000000000001,0.0,6.95,2024,0
16064,"Flowers, Dallis",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
16145,"McMillian, Ja'Quan",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
16268,"Turner, DJ",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
16319,"Smith, Terell",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
16341,"Hawkins, Tre",AFC,CB,0.9900000000000001,0.0,1.7,2024,0
16356,"Valentine, Carrington",NFC,CB,0.9900000000000001,0.0,1.7,2024,0
15380,"Campbell, Tyson",NFC,CB,0.9680000000000001,0.0,3.33,2024,0
15392,"St-Juste, Benjamin",AFC,CB,0.9680000000000001,0.0,1.7,2024,0
16253,"Forbes, Emmanuel",NFC,CB,0.9680000000000001,2.0,1.7,2024,0
16255,"Banks, Deonte",NFC,CB,0.9570000000000001,3.0,1.7,2024,0
16255,"Banks, Deonte",AFC,CB,0.9570000000000001,3.0,1.7,2024,0
16240,"Porter Jr., Joey",NFC,CB,0.9460000000000001,3.0,1.7,2024,0
16242,"Ringo, Kelee",AFC,CB,0.9460000000000001,3.0,1.7,2024,0
16261,"Brents, Julius",AFC,CB,0.9460000000000001,3.0,1.7,2024,0
16268,"Turner, DJ",AFC,CB,0.9460000000000001,3.0,1.7,2024,0
16274,"Williams, Garrett",AFC,CB,0.9460000000000001,3.0,1.7,2024,0
15856,"Taylor, Alontae",AFC,CB,0.935,1.0,1.7,2024,0
15876,"Mathis, Damarri",AFC,CB,0.935,0.0,1.7,2024,0
15894,"Woolen, Tariq",NFC,CB,0.935,0.0,5.2,2024,0
15894,"Woolen, Tariq",AFC,CB,0.935,0.0,5.2,2024,0
16243,"Smith, Cam",AFC,CB,0.8910000000000001,2.0,1.7,2024,0
16261,"Brents, Julius",NFC,CB,0.8910000000000001,2.0,1.7,2024,0
16267,"Stevenson, Tyrique",NFC,CB,0.8910000000000001,2.0,3.22,2024,0
16267,"Stevenson, Tyrique",AFC,CB,0.8910000000000001,2.0,3.22,2024,0
16279,"Moss, Riley",AFC,CB,0.8910000000000001,2.0,1.7,2024,0
16289,"Bennett, Jakorian",AFC,CB,0.8910000000000001,2.0,1.7,2024,0
16361,"Trice, Cory",AFC,CB,0.8910000000000001,2.0,1.7,2024,0
13214,"Watt, T.J.",AFC,DE,23.298000000000002,2.0,24.01,2024,0
14225,"Crosby, Maxx",NFC,DE,23.1,1.0,24.01,2024,0
13700,"Landry, Harold",NFC,DE,22.407000000000004,2.0,22.41,2024,0
14147,"Bosa, Nick",AFC,DE,22.374000000000002,2.0,22.39,2024,0
13214,"Watt, T.J.",NFC,DE,22.187000000000005,2.0,24.01,2024,0
14225,"Crosby, Maxx",AFC,DE,20.900000000000002,5.0,24.01,2024,0
11721,"Mack, Khalil",AFC,DE,19.965,0.0,23.2,2024,0
12221,"Hunter, Danielle",NFC,DE,19.008000000000003,0.0,21.54,2024,0
12686,"Bosa, Joey",NFC,DE,18.150000000000002,0.0,18.15,2024,0
13245,"Reddick, Haason",AFC,DE,17.6,0.0,17.6,2024,0
14147,"Bosa, Nick",NFC,DE,17.6,4.0,22.39,2024,0
12221,"Hunter, Danielle",AFC,DE,13.981000000000002,0.0,21.54,2024,0
14167,"Allen, Josh",NFC,DE,13.585,3.0,17.88,2024,0
14167,"Allen, Josh",AFC,DE,12.100000000000001,3.0,17.88,2024,0
13198,"Garrett, Myles",NFC,DE,11.924000000000001,0.0,19.49,2024,0
12686,"Bosa, Joey",AFC,DE,11.858,1.0,11.86,2024,0
13198,"Garrett, Myles",AFC,DE,11.352000000000002,2.0,19.49,2024,0
14171,"Burns, Brian",NFC,DE,11.22,3.0,12.84,2024,0
11769,"Lawrence, Demarcus",AFC,DE,11.0,0.0,21.54,2024,0
13245,"Reddick, Haason",NFC,DE,10.450000000000001,1.0,10.45,2024,0
12075,"Barrett, Shaq",AFC,DE,10.373000000000001,1.0,10.37,2024,0
13700,"Landry, Harold",AFC,DE,9.317000000000002,1.0,9.32,2024,0
14405,"Granderson, Carl",NFC,DE,8.294,3.0,8.29,2024,0
10292,"Jordan, Cameron",AFC,DE,8.14,0.0,8.14,2024,0
13684,"Hubbard, Sam",NFC,DE,8.096000000000002,0.0,8.1,2024,0
13684,"Hubbard, Sam",AFC,DE,7.4910000000000005,1.0,7.49,2024,0
14149,"Gary, Rashan",AFC,DE,7.348,2.0,7.35,2024,0
12795,"Judon, Matt",NFC,DE,7.315000000000001,1.0,19.49,2024,0
11769,"Lawrence, Demarcus",NFC,DE,7.205,0.0,21.54,2024,0
14171,"Burns, Brian",AFC,DE,6.974,2.0,12.84,2024,0
12075,"Barrett, Shaq",NFC,DE,6.732000000000001,1.0,6.73,2024,0
13704,"Nwosu, Uchenna",AFC,DE,6.611000000000001,1.0,15.79,2024,0
14940,"Highsmith, Alex",AFC,DE,6.611000000000001,2.0,6.61,2024,0
13681,"Chubb, Bradley",AFC,DE,6.413,0.0,19.49,2024,0
14877,"Young, Chase",AFC,DE,5.9510000000000005,3.0,5.95,2024,0
13690,"Sweat, Josh",AFC,DE,5.940000000000001,2.0,10.73,2024,0
12301,"Smith, Za'Darius",AFC,DE,5.8740000000000006,0.0,5.87,2024,0
14940,"Highsmith, Alex",NFC,DE,5.7860000000000005,4.0,6.51,2024,0
14882,"Greenard, Jonathan",AFC,DE,5.269,1.0,6.51,2024,0
14148,"Sweat, Montez",NFC,DE,5.159000000000001,2.0,8.22,2024,0
12795,"Judon, Matt",AFC,DE,5.148,1.0,19.49,2024,0
14148,"Sweat, Montez",AFC,DE,5.027000000000001,1.0,8.22,2024,0
12083,"Autry, Denico",AFC,DE,4.829,1.0,5.83,2024,0
12734,"Floyd, Leonard",AFC,DE,4.829,0.0,4.83,2024,0
12301,"Smith, Za'Darius",NFC,DE,4.73,0.0,4.73,2024,0
13296,"Wise, Deatrich",AFC,DE,4.609000000000001,1.0,4.61,2024,0
13690,"Sweat, Josh",NFC,DE,4.257000000000001,2.0,10.73,2024,0
13284,"Hendrickson, Trey",NFC,DE,3.9820000000000007,1.0,5.21,2024,0
14877,"Young, Chase",NFC,DE,3.9380000000000006,0.0,3.94,2024,0
15806,"Thibodeaux, Kayvon",AFC,DE,3.9160000000000004,2.0,9.85,2024,0
13204,"Harris, Charles",NFC,DE,3.7510000000000003,1.0,5.83,2024,0
16223,"Anderson, Will",AFC,DE,3.696,3.0,3.7,2024,0
15805,"Hutchinson, Aidan",AFC,DE,3.619,2.0,12.84,2024,0
15565,"Hoecht, Michael",NFC,DE,3.5970000000000004,3.0,4.12,2024,0
15805,"Hutchinson, Aidan",NFC,DE,3.355,2.0,12.84,2024,0
11721,"Mack, Khalil",NFC,DE,3.2450000000000006,1.0,23.2,2024,0
13681,"Chubb, Bradley",NFC,DE,3.19,1.0,19.49,2024,0
13704,"Nwosu, Uchenna",NFC,DE,3.0250000000000004,0.0,15.79,2024,0
14249,"Van Ginkel, Andrew",NFC,DE,3.0250000000000004,0.0,15.79,2024,0
13202,"Lawson, Carl",AFC,DE,3.0140000000000007,0.0,3.01,2024,0
15350,"Parsons, Micah",NFC,DE,3.003,1.0,10.73,2024,0
15809,"Johnson, Jermaine",AFC,DE,2.9370000000000003,2.0,7.79,2024,0
13284,"Hendrickson, Trey",AFC,DE,2.9260000000000006,1.0,5.21,2024,0
16223,"Anderson, Will",NFC,DE,2.915,3.0,2.92,2024,0
14894,"Jennings, Anfernee",AFC,DE,2.849,1.0,3.93,2024,0
15350,"Parsons, Micah",AFC,DE,2.8160000000000003,1.0,10.73,2024,0
10267,"Miller, Von",NFC,DE,2.783,0.0,2.78,2024,0
15907,"Robinson, Dominique",AFC,DE,2.783,2.0,2.78,2024,0
12217,"Fowler, Dante",AFC,DE,2.662,0.0,2.66,2024,0
15806,"Thibodeaux, Kayvon",NFC,DE,2.6290000000000004,2.0,9.85,2024,0
15808,"Karlaftis, George",AFC,DE,2.6290000000000004,2.0,2.78,2024,0
14149,"Gary, Rashan",NFC,DE,2.618,1.0,2.62,2024,0
12270,"Smith, Preston",NFC,DE,2.5410000000000004,0.0,2.88,2024,0
12270,"Smith, Preston",AFC,DE,2.5410000000000004,0.0,2.88,2024,0
10292,"Jordan, Cameron",NFC,DE,2.53,0.0,8.12,2024,0
15815,"Walker, Travon",AFC,DE,2.508,2.0,2.65,2024,0
16226,"Wilson, Tyree",AFC,DE,2.299,3.0,2.3,2024,0
15815,"Walker, Travon",NFC,DE,2.101,2.0,2.65,2024,0
15809,"Johnson, Jermaine",NFC,DE,2.035,2.0,7.79,2024,0
15352,"Collins, Zaven",AFC,DE,1.9800000000000002,1.0,2.93,2024,0
13703,"Carter, Lorenzo",AFC,DE,1.9360000000000002,1.0,5.21,2024,0
15349,"Phillips, Jaelan",AFC,DE,1.9140000000000001,1.0,19.49,2024,0
15352,"Collins, Zaven",NFC,DE,1.9140000000000001,1.0,2.93,2024,0
15808,"Karlaftis, George",NFC,DE,1.903,2.0,2.78,2024,0
15345,"Paye, Kwity",AFC,DE,1.859,1.0,7.33,2024,0
15349,"Phillips, Jaelan",NFC,DE,1.7490000000000003,1.0,19.49,2024,0
16226,"Wilson, Tyree",NFC,DE,1.7380000000000002,3.0,2.2,2024,0
15345,"Paye, Kwity",NFC,DE,1.7160000000000002,1.0,7.33,2024,0
15378,"Oweh, Jayson",AFC,DE,1.7160000000000002,1.0,2.2,2024,0
13204,"Harris, Charles",AFC,DE,1.6940000000000002,1.0,5.83,2024,0
13888,"Gardeck, Dennis",NFC,DE,1.6500000000000001,0.0,2.54,2024,0
13888,"Gardeck, Dennis",AFC,DE,1.6500000000000001,0.0,2.54,2024,0
14882,"Greenard, Jonathan",NFC,DE,1.6500000000000001,2.0,6.51,2024,0
14894,"Jennings, Anfernee",NFC,DE,1.6500000000000001,0.0,3.93,2024,0
14947,"Wonnum, D.J.",AFC,DE,1.6500000000000001,0.0,6.67,2024,0
14878,"Gross-Matos, Yetur",NFC,DE,1.617,0.0,2.54,2024,0
15379,"Tryon, Joe",AFC,DE,1.595,1.0,2.2,2024,0
15851,"Ebiketie, Arnold",AFC,DE,1.584,2.0,2.2,2024,0
13759,"Armstrong, Dorance",AFC,DE,1.573,0.0,2.2,2024,0
11706,"Clowney, Jadeveon",NFC,DE,1.54,0.0,2.2,2024,0
13294,"Ebukam, Samson",AFC,DE,1.54,0.0,5.09,2024,0
14249,"Van Ginkel, Andrew",AFC,DE,1.54,0.0,15.79,2024,0
14879,"Epenesa, A.J.",NFC,DE,1.54,0.0,2.54,2024,0
15378,"Oweh, Jayson",NFC,DE,1.529,1.0,2.2,2024,0
15385,"Ojulari, Azeez",AFC,DE,1.529,1.0,2.97,2024,0
15346,"Rousseau, Gregory",AFC,DE,1.4960000000000002,1.0,3.72,2024,0
15385,"Ojulari, Azeez",NFC,DE,1.4740000000000002,1.0,2.97,2024,0
15346,"Rousseau, Gregory",NFC,DE,1.4520000000000002,1.0,3.72,2024,0
15851,"Ebiketie, Arnold",NFC,DE,1.4080000000000001,2.0,2.2,2024,0
15807,"Ojabo, David",AFC,DE,1.375,2.0,2.2,2024,0
16224,"Murphy, Myles",AFC,DE,1.342,3.0,2.2,2024,0
15376,"Turner, Payton",AFC,DE,1.331,0.0,2.2,2024,0
16230,"Van Ness, Lukas",NFC,DE,1.32,3.0,2.2,2024,0
16257,"Anudike-Uzomah, Felix",NFC,DE,1.298,3.0,2.2,2024,0
16228,"Smith, Nolan",NFC,DE,1.276,3.0,2.2,2024,0
15379,"Tryon, Joe",NFC,DE,1.2429999999999999,1.0,2.2,2024,0
14879,"Epenesa, A.J.",AFC,DE,1.2100000000000002,0.0,2.54,2024,0
15356,"Browning, Baron",AFC,DE,1.1880000000000002,1.0,2.2,2024,0
15807,"Ojabo, David",NFC,DE,1.1880000000000002,2.0,2.2,2024,0
16230,"Van Ness, Lukas",AFC,DE,1.1770000000000003,3.0,2.2,2024,0
15386,"Odeyingbo, Dayo",AFC,DE,1.1660000000000001,0.0,2.2,2024,0
16224,"Murphy, Myles",NFC,DE,1.1660000000000001,3.0,2.2,2024,0
16276,"Young, Byron",AFC,DE,1.1550000000000002,3.0,3.93,2024,0
15853,"Mafe, Boye",AFC,DE,1.1440000000000001,2.0,5.21,2024,0
15857,"Williams, Sam",AFC,DE,1.1,0.0,2.2,2024,0
16252,"McDonald, Will",AFC,DE,1.1,3.0,2.2,2024,0
12083,"Autry, Denico",NFC,DE,1.089,0.0,5.83,2024,0
13296,"Wise, Deatrich",NFC,DE,1.089,0.0,4.83,2024,0
13685,"Okoronkwo, Ogbonnia",AFC,DE,1.089,0.0,2.78,2024,0
13703,"Carter, Lorenzo",NFC,DE,1.089,0.0,5.21,2024,0
14405,"Granderson, Carl",AFC,DE,1.089,0.0,7.33,2024,0
15356,"Browning, Baron",NFC,DE,1.089,1.0,2.2,2024,0
15861,"Bonitto, Nik",NFC,DE,1.089,2.0,2.2,2024,0
15928,"Houston, James",NFC,DE,1.089,0.0,2.2,2024,0
16228,"Smith, Nolan",AFC,DE,1.089,3.0,2.2,2024,0
16252,"McDonald, Will",NFC,DE,1.089,3.0,2.2,2024,0
16257,"Anudike-Uzomah, Felix",AFC,DE,1.089,3.0,2.2,2024,0
16276,"Young, Byron",NFC,DE,1.089,3.0,3.93,2024,0
15386,"Odeyingbo, Dayo",NFC,DE,1.078,0.0,2.2,2024,0
15811,"Jackson, Drake",NFC,DE,1.067,2.0,2.2,2024,0
15811,"Jackson, Drake",AFC,DE,1.067,0.0,2.2,2024,0
15853,"Mafe, Boye",NFC,DE,1.067,2.0,5.21,2024,0
15855,"Paschal, Josh",NFC,DE,1.056,2.0,2.2,2024,0
16260,"Foskey, Isaiah",NFC,DE,1.056,2.0,2.2,2024,0
16266,"Tuipulotu, Tuli",AFC,DE,1.056,3.0,3.3,2024,0
15861,"Bonitto, Nik",AFC,DE,1.045,0.0,2.2,2024,0
16266,"Tuipulotu, Tuli",NFC,DE,1.045,2.0,3.3,2024,0
16262,"White, Keion",NFC,DE,1.0230000000000001,3.0,2.2,2024,0
16303,"Herbig, Nick",AFC,DE,1.0230000000000001,3.0,2.2,2024,0
15857,"Williams, Sam",NFC,DE,1.0120000000000002,2.0,2.2,2024,0
16225,"Ojulari, BJ",NFC,DE,1.0120000000000002,3.0,2.2,2024,0
16262,"White, Keion",AFC,DE,1.0120000000000002,3.0,2.2,2024,0
11706,"Clowney, Jadeveon",AFC,DE,0.9900000000000001,0.0,2.2,2024,0
12215,"Gregory, Randy",AFC,DE,0.9900000000000001,0.0,2.65,2024,0
12744,"Ward, Jihad",AFC,DE,0.9900000000000001,0.0,3.48,2024,0
13294,"Ebukam, Samson",NFC,DE,0.9900000000000001,1.0,5.09,2024,0
13685,"Okoronkwo, Ogbonnia",NFC,DE,0.9900000000000001,0.0,2.78,2024,0
13688,"Davenport, Marcus",AFC,DE,0.9900000000000001,0.0,7.79,2024,0
13759,"Armstrong, Dorance",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
14254,"Omenihu, Charles",AFC,DE,0.9900000000000001,1.0,2.2,2024,0
14878,"Gross-Matos, Yetur",AFC,DE,0.9900000000000001,0.0,2.54,2024,0
14925,"Uche, Josh",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
14947,"Wonnum, D.J.",NFC,DE,0.9900000000000001,0.0,6.67,2024,0
14978,"Danna, Michael",NFC,DE,0.9900000000000001,1.0,2.2,2024,0
14978,"Danna, Michael",AFC,DE,0.9900000000000001,0.0,2.2,2024,0
15121,"Huff, Bryce",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
15395,"Koonce, Malcolm",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
15395,"Koonce, Malcolm",AFC,DE,0.9900000000000001,0.0,2.2,2024,0
15484,"Cooper, Jonathon",NFC,DE,0.9900000000000001,0.0,11.29,2024,0
15565,"Hoecht, Michael",AFC,DE,0.9900000000000001,1.0,4.12,2024,0
15928,"Houston, James",AFC,DE,0.9900000000000001,0.0,2.2,2024,0
16227,"Harrison, Zach",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
16306,"Henry, K.J.",NFC,DE,0.9900000000000001,0.0,2.2,2024,0
16235,"Hall, Derick",NFC,DE,0.9790000000000001,2.0,2.2,2024,0
15484,"Cooper, Jonathon",AFC,DE,0.9680000000000001,0.0,11.29,2024,0
16235,"Hall, Derick",AFC,DE,0.9680000000000001,3.0,2.2,2024,0
16260,"Foskey, Isaiah",AFC,DE,0.9680000000000001,3.0,2.2,2024,0
16303,"Herbig, Nick",NFC,DE,0.9460000000000001,2.0,2.2,2024,0
15813,"Enagbare, Kingsley",NFC,DE,0.935,0.0,2.2,2024,0
15864,"Wright, Alex",AFC,DE,0.935,0.0,2.2,2024,0
15907,"Robinson, Dominique",NFC,DE,0.935,0.0,2.2,2024,0
16277,"Johnson, DJ",AFC,DE,0.8910000000000001,2.0,2.2,2024,0
16278,"Diaby, YaYa",NFC,DE,0.8910000000000001,2.0,2.2,2024,0
16278,"Diaby, YaYa",AFC,DE,0.8910000000000001,2.0,2.2,2024,0
16305,"Abdullah, Yasir",NFC,DE,0.8910000000000001,2.0,2.2,2024,0
14162,"Wilkins, Christian",AFC,DT,17.457,2.0,19.45,2024,0
