player_id,player_mfl,season,team,side,pos,join_string
0800,Sterling Weatherford,2022,IND,DEF,S,Sterling Weatherford IND S
0802,Lucas Krull,2022,NOS,OFF,TE,Lucas Krull NOS TE
0803,Luiji Vilain,2022,MIN,DEF,DE,Luiji Vilain MIN DE
10143,Steve McLendon,2022,FA,DEF,DT,Steve McLendon FA DT
10220,Andrew Sendejo,2022,FA,DEF,S,Andrew Sendejo FA S
10260,Patrick Peterson,2022,MIN,DEF,CB,Patrick Peterson MIN CB
10260,Patrick Peterson,2023,PIT,DEF,CB,Patrick Peterson PIT CB
10260,Patrick Peterson,2024,FA,DEF,CB,Patrick Peterson FA CB
10261,AJ Green,2022,ARI,OFF,WR,AJ Green ARI WR
10261,AJ Green,2023,FA,OFF,WR,AJ Green FA WR
10262,Blaine Gabbert,2022,TBB,OFF,QB,Blaine Gabbert TBB QB
10262,Blaine Gabbert,2023,KCC,OFF,QB,Blaine Gabbert KCC QB
10262,Blaine Gabbert,2024,FA,OFF,QB,Blaine Gabbert FA QB
10266,Cameron Heyward,2022,PIT,DEF,DT,Cameron Heyward PIT DT
10266,Cameron Heyward,2023,PIT,DEF,DT,Cameron Heyward PIT DT
10266,Cameron Heyward,2024,PIT,DEF,DT,Cameron Heyward PIT DT
10267,Von Miller,2022,BUF,DEF,DE,Von Miller BUF DE
10267,Von Miller,2023,BUF,DEF,DE,Von Miller BUF DE
10267,Von Miller,2024,BUF,DEF,DE,Von Miller BUF DE
10269,Robert Quinn,2022,PHI,DEF,DE,Robert Quinn PHI DE
10269,Robert Quinn,2023,FA,DEF,DE,Robert Quinn FA DE
10269,Robert Quinn,2024,FA,DEF,DE,Robert Quinn FA DE
10271,Julio Jones,2022,TBB,OFF,WR,Julio Jones TBB WR
10271,Julio Jones,2023,PHI,OFF,WR,Julio Jones PHI WR
10271,Julio Jones,2024,FA,OFF,WR,Julio Jones FA WR
10272,JJ Watt,2022,ARI,DEF,DT,JJ Watt ARI DT
10272,JJ Watt,2023,FA,DEF,DT,JJ Watt FA DT
10273,Cam Newton,2022,FA,OFF,QB,Cam Newton FA QB
10273,Cam Newton,2023,FA,OFF,QB,Cam Newton FA QB
10273,Cam Newton,2024,FA,OFF,QB,Cam Newton FA QB
10274,Aldon Smith,2022,FA,DEF,DE,Aldon Smith FA DE
10276,Mark Ingram,2022,NOS,OFF,RB,Mark Ingram NOS RB
10276,Mark Ingram,2023,FA,OFF,RB,Mark Ingram FA RB
10276,Mark Ingram,2024,FA,OFF,RB,Mark Ingram FA RB
10277,Justin Houston,2022,BAL,DEF,DE,Justin Houston BAL DE
10277,Justin Houston,2023,MIA,DEF,DE,Justin Houston MIA DE
10277,Justin Houston,2024,FA,DEF,DE,Justin Houston FA DE
10280,Ryan Kerrigan,2022,FA,DEF,DE,Ryan Kerrigan FA DE
10292,Cameron Jordan,2022,NOS,DEF,DE,Cameron Jordan NOS DE
10292,Cameron Jordan,2023,NOS,DEF,DE,Cameron Jordan NOS DE
10292,Cameron Jordan,2024,NOS,DEF,DE,Cameron Jordan NOS DE
10294,Jimmy Smith,2022,FA,DEF,CB,Jimmy Smith FA CB
10297,Colin Kaepernick,2022,FA,OFF,QB,Colin Kaepernick FA QB
10297,Colin Kaepernick,2023,FA,OFF,QB,Colin Kaepernick FA QB
10297,Colin Kaepernick,2024,FA,OFF,QB,Colin Kaepernick FA QB
10308,Randall Cobb,2022,GBP,OFF,WR,Randall Cobb GBP WR
10308,Randall Cobb,2023,NYJ,OFF,WR,Randall Cobb NYJ WR
10308,Randall Cobb,2024,FA,OFF,WR,Randall Cobb FA WR
10312,Kyle Rudolph,2022,TBB,OFF,TE,Kyle Rudolph TBB TE
10312,Kyle Rudolph,2023,FA,OFF,TE,Kyle Rudolph FA TE
10313,Andy Dalton,2022,NOS,OFF,QB,Andy Dalton NOS QB
10313,Andy Dalton,2023,CAR,OFF,QB,Andy Dalton CAR QB
10313,Andy Dalton,2024,CAR,OFF,QB,Andy Dalton CAR QB
10320,Jabaal Sheard,2022,FA,DEF,DE,Jabaal Sheard FA DE
10350,KJ Wright,2022,FA,DEF,LB,KJ Wright FA LB
10354,Luke Stocker,2022,FA,OFF,TE,Luke Stocker FA TE
10368,Taiwan Jones,2022,BUF,OFF,RB,Taiwan Jones BUF RB
10368,Taiwan Jones,2023,FA,OFF,RB,Taiwan Jones FA RB
10379,Buster Skrine,2022,FA,DEF,CB,Buster Skrine FA CB
10389,Dion Lewis,2022,FA,OFF,RB,Dion Lewis FA RB
10393,Richard Sherman,2022,FA,DEF,CB,Richard Sherman FA CB
10398,Lee Smith,2022,FA,OFF,TE,Lee Smith FA TE
10402,Pernell McPhee,2022,FA,DEF,DE,Pernell McPhee FA DE
10413,Tyrod Taylor,2022,NYG,OFF,QB,Tyrod Taylor NYG QB
10413,Tyrod Taylor,2023,NYG,OFF,QB,Tyrod Taylor NYG QB
10413,Tyrod Taylor,2024,NYJ,OFF,QB,Tyrod Taylor NYJ QB
10457,Lawrence Guy,2022,NEP,DEF,DT,Lawrence Guy NEP DT
10457,Lawrence Guy,2023,NEP,DEF,DT,Lawrence Guy NEP DT
10457,Lawrence Guy,2024,FA,DEF,DT,Lawrence Guy FA DT
10465,Malcolm Smith,2022,FA,DEF,LB,Malcolm Smith FA LB
10514,Nick Bellore,2022,SEA,OFF,RB,Nick Bellore SEA RB
10514,Nick Bellore,2023,SEA,OFF,RB,Nick Bellore SEA RB
10514,Nick Bellore,2024,WAS,OFF,RB,Nick Bellore WAS RB
10554,Mario Addison,2022,HOU,DEF,DE,Mario Addison HOU DE
10554,Mario Addison,2023,FA,DEF,DE,Mario Addison FA DE
10592,Chris Harris,2022,NOS,DEF,CB,Chris Harris NOS CB
10592,Chris Harris,2023,FA,DEF,CB,Chris Harris FA CB
10653,Josh Bynes,2022,FA,DEF,LB,Josh Bynes FA LB
10653,Josh Bynes,2023,FA,DEF,LB,Josh Bynes FA LB
10695,Andrew Luck,2022,FA,OFF,QB,Andrew Luck FA QB
10697,Ryan Tannehill,2022,TEN,OFF,QB,Ryan Tannehill TEN QB
10697,Ryan Tannehill,2023,TEN,OFF,QB,Ryan Tannehill TEN QB
10697,Ryan Tannehill,2024,FA,OFF,QB,Ryan Tannehill FA QB
10699,Nick Foles,2022,IND,OFF,QB,Nick Foles IND QB
10699,Nick Foles,2023,FA,OFF,QB,Nick Foles FA QB
10699,Nick Foles,2024,FA,OFF,QB,Nick Foles FA QB
10700,Kirk Cousins,2022,MIN,OFF,QB,Kirk Cousins MIN QB
10700,Kirk Cousins,2023,MIN,OFF,QB,Kirk Cousins MIN QB
10700,Kirk Cousins,2024,ATL,OFF,QB,Kirk Cousins ATL QB
10703,Russell Wilson,2022,DEN,OFF,QB,Russell Wilson DEN QB
10703,Russell Wilson,2023,DEN,OFF,QB,Russell Wilson DEN QB
10703,Russell Wilson,2024,PIT,OFF,QB,Russell Wilson PIT QB
10708,Lamar Miller,2022,FA,OFF,RB,Lamar Miller FA RB
10722,Alshon Jeffery,2022,FA,OFF,WR,Alshon Jeffery FA WR
10723,Mohamed Sanu,2022,FA,OFF,WR,Mohamed Sanu FA WR
10723,Mohamed Sanu,2023,FA,OFF,WR,Mohamed Sanu FA WR
10729,TY Hilton,2022,DAL,OFF,WR,TY Hilton DAL WR
10729,TY Hilton,2023,FA,OFF,WR,TY Hilton FA WR
10729,TY Hilton,2024,FA,OFF,WR,TY Hilton FA WR
10737,Travis Benjamin,2022,FA,OFF,WR,Travis Benjamin FA WR
10738,Marvin Jones,2022,JAC,OFF,WR,Marvin Jones JAC WR
10738,Marvin Jones,2023,FA,OFF,WR,Marvin Jones FA WR
10738,Marvin Jones,2024,FA,OFF,WR,Marvin Jones FA WR
10749,Melvin Ingram,2022,MIA,DEF,DE,Melvin Ingram MIA DE
10749,Melvin Ingram,2023,MIA,DEF,DE,Melvin Ingram MIA DE
10749,Melvin Ingram,2024,FA,DEF,DE,Melvin Ingram FA DE
10753,Chandler Jones,2022,LVR,DEF,DE,Chandler Jones LVR DE
10753,Chandler Jones,2023,FA,DEF,DE,Chandler Jones FA DE
10753,Chandler Jones,2024,FA,DEF,DE,Chandler Jones FA DE
10754,Whitney Mercilus,2022,FA,DEF,DE,Whitney Mercilus FA DE
10755,Vinny Curry,2022,NYJ,DEF,DE,Vinny Curry NYJ DE
10755,Vinny Curry,2023,FA,DEF,DE,Vinny Curry FA DE
10762,Fletcher Cox,2022,PHI,DEF,DT,Fletcher Cox PHI DT
10762,Fletcher Cox,2023,PHI,DEF,DT,Fletcher Cox PHI DT
10762,Fletcher Cox,2024,FA,DEF,DT,Fletcher Cox FA DT
10763,Michael Brockers,2022,DET,DEF,DT,Michael Brockers DET DT
10763,Michael Brockers,2023,FA,DEF,DT,Michael Brockers FA DT
10766,Bruce Irvin,2022,SEA,DEF,DE,Bruce Irvin SEA DE
10766,Bruce Irvin,2023,MIA,DEF,DE,Bruce Irvin MIA DE
10766,Bruce Irvin,2024,FA,DEF,DE,Bruce Irvin FA DE
10768,Lavonte David,2022,TBB,DEF,LB,Lavonte David TBB LB
10768,Lavonte David,2023,TBB,DEF,LB,Lavonte David TBB LB
10768,Lavonte David,2024,TBB,DEF,LB,Lavonte David TBB LB
10774,Donta Hightower,2022,FA,DEF,LB,Donta Hightower FA LB
10774,Donta Hightower,2023,FA,DEF,LB,Donta Hightower FA LB
10775,Bobby Wagner,2022,LAR,DEF,LB,Bobby Wagner LAR LB
10775,Bobby Wagner,2023,SEA,DEF,LB,Bobby Wagner SEA LB
10775,Bobby Wagner,2024,WAS,DEF,LB,Bobby Wagner WAS LB
10778,Dre Kirkpatrick,2022,FA,DEF,CB,Dre Kirkpatrick FA CB
10779,Janoris Jenkins,2022,FA,DEF,CB,Janoris Jenkins FA CB
10779,Janoris Jenkins,2023,FA,DEF,CB,Janoris Jenkins FA CB
10783,Harrison Smith,2022,MIN,DEF,S,Harrison Smith MIN S
10783,Harrison Smith,2023,MIN,DEF,S,Harrison Smith MIN S
10783,Harrison Smith,2024,MIN,DEF,S,Harrison Smith MIN S
10789,Stephon Gilmore,2022,IND,DEF,CB,Stephon Gilmore IND CB
10789,Stephon Gilmore,2023,DAL,DEF,CB,Stephon Gilmore DAL CB
10789,Stephon Gilmore,2024,MIN,DEF,CB,Stephon Gilmore MIN CB
10793,Casey Hayward,2022,ATL,DEF,CB,Casey Hayward ATL CB
10793,Casey Hayward,2023,FA,DEF,CB,Casey Hayward FA CB
10806,Derek Wolfe,2022,FA,DEF,DT,Derek Wolfe FA DT
10807,Mychal Kendricks,2022,FA,DEF,LB,Mychal Kendricks FA LB
10808,Tavon Wilson,2022,FA,DEF,S,Tavon Wilson FA S
10815,Olivier Vernon,2022,FA,DEF,DE,Olivier Vernon FA DE
10816,Demario Davis,2022,NOS,DEF,LB,Demario Davis NOS LB
10816,Demario Davis,2023,NOS,DEF,LB,Demario Davis NOS LB
10816,Demario Davis,2024,NOS,DEF,LB,Demario Davis NOS LB
10823,Akiem Hicks,2022,TBB,DEF,DT,Akiem Hicks TBB DT
10823,Akiem Hicks,2023,FA,DEF,DT,Akiem Hicks FA DT
10841,Mike Daniels,2022,FA,DEF,DT,Mike Daniels FA DT
10846,Malik Jackson,2022,FA,DEF,DT,Malik Jackson FA DT
10847,Tahir Whitehead,2022,FA,DEF,LB,Tahir Whitehead FA LB
10851,Josh Norman,2022,FA,DEF,CB,Josh Norman FA CB
10851,Josh Norman,2023,BUF,DEF,CB,Josh Norman BUF CB
10851,Josh Norman,2024,FA,DEF,CB,Josh Norman FA CB
10861,Jack Crawford,2022,FA,DEF,DT,Jack Crawford FA DT
10870,Alfred Morris,2022,FA,OFF,RB,Alfred Morris FA RB
10874,Justin Bethel,2022,MIA,DEF,CB,Justin Bethel MIA CB
10874,Justin Bethel,2023,MIA,DEF,CB,Justin Bethel MIA CB
10874,Justin Bethel,2024,FA,DEF,CB,Justin Bethel FA CB
10879,Danny Trevathan,2022,FA,DEF,LB,Danny Trevathan FA LB
10879,Danny Trevathan,2023,FA,DEF,LB,Danny Trevathan FA LB
10884,Nate Ebner,2022,FA,DEF,S,Nate Ebner FA S
10932,Brandon Bolden,2022,LVR,OFF,RB,Brandon Bolden LVR RB
10932,Brandon Bolden,2023,LVR,OFF,RB,Brandon Bolden LVR RB
10932,Brandon Bolden,2024,FA,OFF,RB,Brandon Bolden FA RB
10940,Derek Carrier,2022,FA,OFF,TE,Derek Carrier FA TE
10948,Case Keenum,2022,BUF,OFF,QB,Case Keenum BUF QB
10948,Case Keenum,2023,HOU,OFF,QB,Case Keenum HOU QB
10948,Case Keenum,2024,HOU,OFF,QB,Case Keenum HOU QB
10960,Josh Gordon,2022,TEN,OFF,WR,Josh Gordon TEN WR
10960,Josh Gordon,2023,FA,OFF,WR,Josh Gordon FA WR
10960,Josh Gordon,2024,FA,OFF,WR,Josh Gordon FA WR
10973,Cole Beasley,2022,BUF,OFF,WR,Cole Beasley BUF WR
10973,Cole Beasley,2023,FA,OFF,WR,Cole Beasley FA WR
10973,Cole Beasley,2024,FA,OFF,WR,Cole Beasley FA WR
10981,Anthony Levine,2022,FA,DEF,S,Anthony Levine FA S
10983,Chris Hogan,2022,FA,OFF,WR,Chris Hogan FA WR
10989,LJ Fort,2022,FA,DEF,LB,LJ Fort FA LB
11000,Julian Stanford,2022,FA,DEF,LB,Julian Stanford FA LB
11010,Tashaun Gipson,2022,SFO,DEF,S,Tashaun Gipson SFO S
11010,Tashaun Gipson,2023,SFO,DEF,S,Tashaun Gipson SFO S
11010,Tashaun Gipson,2024,SFO,DEF,S,Tashaun Gipson SFO S
11017,Rodney McLeod,2022,IND,DEF,S,Rodney McLeod IND S
11017,Rodney McLeod,2023,CLE,DEF,S,Rodney McLeod CLE S
11017,Rodney McLeod,2024,CLE,DEF,S,Rodney McLeod CLE S
11150,Geno Smith,2022,SEA,OFF,QB,Geno Smith SEA QB
11150,Geno Smith,2023,SEA,OFF,QB,Geno Smith SEA QB
11150,Geno Smith,2024,SEA,OFF,QB,Geno Smith SEA QB
11151,Matt Barkley,2022,BUF,OFF,QB,Matt Barkley BUF QB
11151,Matt Barkley,2023,JAC,OFF,QB,Matt Barkley JAC QB
11151,Matt Barkley,2024,JAC,OFF,QB,Matt Barkley JAC QB
11152,Mike Glennon,2022,FA,OFF,QB,Mike Glennon FA QB
11152,Mike Glennon,2023,FA,OFF,QB,Mike Glennon FA QB
11177,Kenjon Barner,2022,FA,OFF,RB,Kenjon Barner FA RB
11182,Rex Burkhead,2022,HOU,OFF,RB,Rex Burkhead HOU RB
11182,Rex Burkhead,2023,FA,OFF,RB,Rex Burkhead FA RB
11182,Rex Burkhead,2024,FA,OFF,RB,Rex Burkhead FA RB
11186,Chris Thompson,2022,FA,OFF,RB,Chris Thompson FA RB
11192,LeVeon Bell,2022,FA,OFF,RB,LeVeon Bell FA RB
11192,LeVeon Bell,2023,FA,OFF,RB,LeVeon Bell FA RB
11192,LeVeon Bell,2024,FA,OFF,RB,LeVeon Bell FA RB
11193,Giovani Bernard,2022,TBB,OFF,RB,Giovani Bernard TBB RB
11193,Giovani Bernard,2023,FA,OFF,RB,Giovani Bernard FA RB
11213,Tavon Austin,2022,FA,OFF,WR,Tavon Austin FA WR
11213,Tavon Austin,2023,FA,OFF,WR,Tavon Austin FA WR
11222,Keenan Allen,2022,LAC,OFF,WR,Keenan Allen LAC WR
11222,Keenan Allen,2023,LAC,OFF,WR,Keenan Allen LAC WR
11222,Keenan Allen,2024,CHI,OFF,WR,Keenan Allen CHI WR
11225,Cordarrelle Patterson,2022,ATL,OFF,RB,Cordarrelle Patterson ATL RB
11225,Cordarrelle Patterson,2023,ATL,OFF,RB,Cordarrelle Patterson ATL RB
11225,Cordarrelle Patterson,2024,PIT,OFF,RB,Cordarrelle Patterson PIT RB
11227,Kenny Stills,2022,FA,OFF,WR,Kenny Stills FA WR
11227,Kenny Stills,2023,FA,OFF,WR,Kenny Stills FA WR
11228,Robert Woods,2022,TEN,OFF,WR,Robert Woods TEN WR
11228,Robert Woods,2023,HOU,OFF,WR,Robert Woods HOU WR
11228,Robert Woods,2024,HOU,OFF,WR,Robert Woods HOU WR
11232,DeAndre Hopkins,2022,ARI,OFF,WR,DeAndre Hopkins ARI WR
11232,DeAndre Hopkins,2023,TEN,OFF,WR,DeAndre Hopkins TEN WR
11232,DeAndre Hopkins,2024,KCC,OFF,WR,DeAndre Hopkins KCC WR
11239,Marquise Goodwin,2022,SEA,OFF,WR,Marquise Goodwin SEA WR
11239,Marquise Goodwin,2023,CLE,OFF,WR,Marquise Goodwin CLE WR
11239,Marquise Goodwin,2024,CLE,OFF,WR,Marquise Goodwin CLE WR
11244,Travis Kelce,2022,KCC,OFF,TE,Travis Kelce KCC TE
11244,Travis Kelce,2023,KCC,OFF,TE,Travis Kelce KCC TE
11244,Travis Kelce,2024,KCC,OFF,TE,Travis Kelce KCC TE
11247,Zach Ertz,2022,ARI,OFF,TE,Zach Ertz ARI TE
11247,Zach Ertz,2023,FA,OFF,TE,Zach Ertz FA TE
11247,Zach Ertz,2024,WAS,OFF,TE,Zach Ertz WAS TE
11250,Tyler Eifert,2022,FA,OFF,TE,Tyler Eifert FA TE
11252,Levine Toilolo,2022,FA,OFF,TE,Levine Toilolo FA TE
11261,Damontre Moore,2022,FA,DEF,DE,Damontre Moore FA DE
11262,Alex Okafor,2022,FA,DEF,DE,Alex Okafor FA DE
11263,Dion Jordan,2022,FA,DEF,DE,Dion Jordan FA DE
11265,William Gholston,2022,TBB,DEF,DT,William Gholston TBB DT
11265,William Gholston,2023,TBB,DEF,DT,William Gholston TBB DT
11265,William Gholston,2024,TBB,DEF,DT,William Gholston TBB DT
11273,John Simon,2022,FA,DEF,DE,John Simon FA DE
11274,Margus Hunt,2022,FA,DEF,DT,Margus Hunt FA DT
11280,Star Lotulelei,2022,FA,DEF,DT,Star Lotulelei FA DT
11281,Johnathan Hankins,2022,DAL,DEF,DT,Johnathan Hankins DAL DT
11281,Johnathan Hankins,2023,DAL,DEF,DT,Johnathan Hankins DAL DT
11281,Johnathan Hankins,2024,SEA,DEF,DT,Johnathan Hankins SEA DT
11282,Akeem Spence,2022,FA,DEF,DT,Akeem Spence FA DT
11283,Sheldon Richardson,2022,FA,DEF,DT,Sheldon Richardson FA DT
11283,Sheldon Richardson,2023,FA,DEF,DT,Sheldon Richardson FA DT
11286,John Jenkins,2022,MIA,DEF,DT,John Jenkins MIA DT
11286,John Jenkins,2023,LVR,DEF,DT,John Jenkins LVR DT
11286,John Jenkins,2024,LVR,DEF,DT,John Jenkins LVR DT
11293,Alec Ogletree,2022,FA,DEF,LB,Alec Ogletree FA LB
11299,Jon Bostic,2022,WAS,DEF,LB,Jon Bostic WAS LB
11299,Jon Bostic,2023,FA,DEF,LB,Jon Bostic FA LB
11310,Kevin Minter,2022,FA,DEF,LB,Kevin Minter FA LB
11312,Desmond Trufant,2022,FA,DEF,CB,Desmond Trufant FA CB
11313,Tyrann Mathieu,2022,NOS,DEF,S,Tyrann Mathieu NOS S
11313,Tyrann Mathieu,2023,NOS,DEF,S,Tyrann Mathieu NOS S
11313,Tyrann Mathieu,2024,NOS,DEF,S,Tyrann Mathieu NOS S
11314,Xavier Rhodes,2022,FA,DEF,CB,Xavier Rhodes FA CB
11314,Xavier Rhodes,2023,FA,DEF,CB,Xavier Rhodes FA CB
11316,Logan Ryan,2022,TBB,DEF,S,Logan Ryan TBB S
11316,Logan Ryan,2023,SFO,DEF,S,Logan Ryan SFO S
11316,Logan Ryan,2024,FA,DEF,S,Logan Ryan FA S
11317,Jordan Poyer,2022,BUF,DEF,S,Jordan Poyer BUF S
11317,Jordan Poyer,2023,BUF,DEF,S,Jordan Poyer BUF S
11317,Jordan Poyer,2024,MIA,DEF,S,Jordan Poyer MIA S
11327,Tony Jefferson,2022,NYG,DEF,S,Tony Jefferson NYG S
11327,Tony Jefferson,2023,FA,DEF,S,Tony Jefferson FA S
11327,Tony Jefferson,2024,LAC,DEF,S,Tony Jefferson LAC S
11330,Shawn Williams,2022,FA,DEF,S,Shawn Williams FA S
11333,Kawann Short,2022,FA,DEF,DT,Kawann Short FA DT
11337,Darren Fells,2022,FA,OFF,TE,Darren Fells FA TE
11346,DJ Hayden,2022,FA,DEF,CB,DJ Hayden FA CB
11348,Darius Slay,2022,PHI,DEF,CB,Darius Slay PHI CB
11348,Darius Slay,2023,PHI,DEF,CB,Darius Slay PHI CB
11348,Darius Slay,2024,PHI,DEF,CB,Darius Slay PHI CB
11349,Jamie Collins,2022,FA,DEF,LB,Jamie Collins FA LB
11349,Jamie Collins,2023,FA,DEF,LB,Jamie Collins FA LB
11351,Robert Alford,2022,FA,DEF,CB,Robert Alford FA CB
11355,Blidi Wreh-Wilson,2022,FA,DEF,CB,Blidi Wreh-Wilson FA CB
11359,Duron Harmon,2022,LVR,DEF,S,Duron Harmon LVR S
11359,Duron Harmon,2023,CLE,DEF,S,Duron Harmon CLE S
11359,Duron Harmon,2024,FA,DEF,S,Duron Harmon FA S
11360,Brandon Williams,2022,KCC,DEF,DT,Brandon Williams KCC DT
11360,Brandon Williams,2023,FA,DEF,DT,Brandon Williams FA DT
11367,Kyle Juszczyk,2022,SFO,OFF,RB,Kyle Juszczyk SFO RB
11367,Kyle Juszczyk,2023,SFO,OFF,RB,Kyle Juszczyk SFO RB
11367,Kyle Juszczyk,2024,SFO,OFF,RB,Kyle Juszczyk SFO RB
11374,Steven Means,2022,BAL,DEF,DE,Steven Means BAL DE
11374,Steven Means,2023,FA,DEF,DE,Steven Means FA DE
11375,AJ Klein,2022,BUF,DEF,LB,AJ Klein BUF LB
11375,AJ Klein,2023,FA,DEF,LB,AJ Klein FA LB
11375,AJ Klein,2024,FA,DEF,LB,AJ Klein FA LB
11382,Micah Hyde,2022,BUF,DEF,S,Micah Hyde BUF S
11382,Micah Hyde,2023,BUF,DEF,S,Micah Hyde BUF S
11382,Micah Hyde,2024,FA,DEF,S,Micah Hyde FA S
11390,Latavius Murray,2022,DEN,OFF,RB,Latavius Murray DEN RB
11390,Latavius Murray,2023,BUF,OFF,RB,Latavius Murray BUF RB
11390,Latavius Murray,2024,FA,OFF,RB,Latavius Murray FA RB
11399,Ryan Griffin,2022,CHI,OFF,TE,Ryan Griffin CHI TE
11399,Ryan Griffin,2023,FA,OFF,TE,Ryan Griffin FA TE
11412,Nick Williams,2022,NYG,DEF,DT,Nick Williams NYG DT
11412,Nick Williams,2023,LAC,DEF,DT,Nick Williams LAC DT
11412,Nick Williams,2024,FA,DEF,DT,Nick Williams FA DT
11441,Ryan Griffin,2022,FA,OFF,QB,Ryan Griffin FA QB
11448,Demetrius Harris,2022,FA,OFF,TE,Demetrius Harris FA TE
11460,Lerentee McCray,2022,FA,DEF,DE,Lerentee McCray FA DE
11491,Benson Mayowa,2022,FA,DEF,DE,Benson Mayowa FA DE
11492,Damion Square,2022,FA,DEF,DT,Damion Square FA DT
11498,Jahleel Addae,2022,FA,DEF,S,Jahleel Addae FA S
11501,Nickell Robey-Coleman,2022,FA,DEF,CB,Nickell Robey-Coleman FA CB
11511,Daren Bates,2022,FA,DEF,LB,Daren Bates FA LB
11512,AJ Bouye,2022,FA,DEF,CB,AJ Bouye FA CB
11516,Jack Doyle,2022,FA,OFF,TE,Jack Doyle FA TE
11517,Bradley McDougald,2022,FA,DEF,S,Bradley McDougald FA S
11532,Chris Banjo,2022,ARI,DEF,S,Chris Banjo ARI S
11532,Chris Banjo,2023,FA,DEF,S,Chris Banjo FA S
11537,Rashaan Melvin,2022,FA,DEF,CB,Rashaan Melvin FA CB
11543,Jeff Heath,2022,FA,DEF,S,Jeff Heath FA S
11555,Cody Davis,2022,NEP,DEF,S,Cody Davis NEP S
11555,Cody Davis,2023,NEP,DEF,S,Cody Davis NEP S
11555,Cody Davis,2024,FA,DEF,S,Cody Davis FA S
11613,Michael Thomas,2022,CIN,DEF,S,Michael Thomas CIN S
11613,Michael Thomas,2023,FA,DEF,S,Michael Thomas FA S
11632,Will Compton,2022,FA,DEF,LB,Will Compton FA LB
11640,Teddy Bridgewater,2022,MIA,OFF,QB,Teddy Bridgewater MIA QB
11640,Teddy Bridgewater,2023,FA,OFF,QB,Teddy Bridgewater FA QB
11640,Teddy Bridgewater,2024,DET,OFF,QB,Teddy Bridgewater DET QB
11642,Blake Bortles,2022,FA,OFF,QB,Blake Bortles FA QB
11643,AJ McCarron,2022,FA,OFF,QB,AJ McCarron FA QB
11643,AJ McCarron,2023,CIN,OFF,QB,AJ McCarron CIN QB
11643,AJ McCarron,2024,FA,OFF,QB,AJ McCarron FA QB
11644,Derek Carr,2022,LVR,OFF,QB,Derek Carr LVR QB
11644,Derek Carr,2023,NOS,OFF,QB,Derek Carr NOS QB
11644,Derek Carr,2024,NOS,OFF,QB,Derek Carr NOS QB
11647,Logan Thomas,2022,WAS,OFF,TE,Logan Thomas WAS TE
11647,Logan Thomas,2023,WAS,OFF,TE,Logan Thomas WAS TE
11647,Logan Thomas,2024,FA,OFF,TE,Logan Thomas FA TE
11657,Carlos Hyde,2022,FA,OFF,RB,Carlos Hyde FA RB
11657,Carlos Hyde,2023,FA,OFF,RB,Carlos Hyde FA RB
11660,Devonta Freeman,2022,FA,OFF,RB,Devonta Freeman FA RB
11660,Devonta Freeman,2023,FA,OFF,RB,Devonta Freeman FA RB
11670,Sammy Watkins,2022,BAL,OFF,WR,Sammy Watkins BAL WR
11670,Sammy Watkins,2023,FA,OFF,WR,Sammy Watkins FA WR
11670,Sammy Watkins,2024,FA,OFF,WR,Sammy Watkins FA WR
11671,Mike Evans,2022,TBB,OFF,WR,Mike Evans TBB WR
11671,Mike Evans,2023,TBB,OFF,WR,Mike Evans TBB WR
11671,Mike Evans,2024,TBB,OFF,WR,Mike Evans TBB WR
11672,Marqise Lee,2022,FA,OFF,WR,Marqise Lee FA WR
11674,Brandin Cooks,2022,HOU,OFF,WR,Brandin Cooks HOU WR
11674,Brandin Cooks,2023,DAL,OFF,WR,Brandin Cooks DAL WR
11674,Brandin Cooks,2024,DAL,OFF,WR,Brandin Cooks DAL WR
11675,Davante Adams,2022,LVR,OFF,WR,Davante Adams LVR WR
11675,Davante Adams,2023,LVR,OFF,WR,Davante Adams LVR WR
11675,Davante Adams,2024,NYJ,OFF,WR,Davante Adams NYJ WR
11676,Jordan Matthews,2022,SFO,OFF,WR,Jordan Matthews SFO WR
11676,Jordan Matthews,2023,CAR,OFF,WR,Jordan Matthews CAR WR
11676,Jordan Matthews,2024,CAR,OFF,TE,Jordan Matthews CAR TE
11677,Donte Moncrief,2022,FA,OFF,WR,Donte Moncrief FA WR
11678,Allen Robinson,2022,LAR,OFF,WR,Allen Robinson LAR WR
11678,Allen Robinson,2023,PIT,OFF,WR,Allen Robinson PIT WR
11678,Allen Robinson,2024,DET,OFF,WR,Allen Robinson DET WR
11679,Odell Beckham,2022,FA*,OFF,WR,Odell Beckham FA* WR
11679,Odell Beckham,2023,BAL,OFF,WR,Odell Beckham BAL WR
11679,Odell Beckham,2024,FA,OFF,WR,Odell Beckham FA WR
11680,Jarvis Landry,2022,NOS,OFF,WR,Jarvis Landry NOS WR
11680,Jarvis Landry,2023,FA,OFF,WR,Jarvis Landry FA WR
11680,Jarvis Landry,2024,FA,OFF,WR,Jarvis Landry FA WR
11688,Martavis Bryant,2023,DAL,OFF,WR,Martavis Bryant DAL WR
11688,Martavis Bryant,2024,FA,OFF,WR,Martavis Bryant FA WR
11695,Eric Ebron,2022,FA,OFF,TE,Eric Ebron FA TE
11695,Eric Ebron,2023,FA,OFF,TE,Eric Ebron FA TE
11705,Trey Burton,2022,FA,OFF,TE,Trey Burton FA TE
